feature_id	feature_start	feature_stop	susC	susD	susEF	starch_active_domain	localization	coverage_ratio	opf_id	ko_list	architecture	product_description	cazy_domain_list
B1B_01661	13640	12477					CY	0.995104245275097	Opf00188	K01992	ABC2_membrane_3	hypothetical protein	
B1B_01662	14850	13669					CY	1.065415822041	Opf00217	K01992	ABC2_membrane_3	hypothetical protein	
B1B_01663	15949	14870					CY	0.995073589412763	Opf00405	K01993	DUF4064:HlyD_D23:Biotin_lipoyl_2	hypothetical protein	
B1B_01664	17455	15977					PP	0.967923297338804	Opf00425		OEP:OEP	hypothetical protein	
B1B_01665	17580	18938					CY	1.05331106070004	Opf00331	K03327	MatE:MatE:MatE	Multidrug resistance protein NorM	
B1B_01666	19054	20373					CY	0.949324960323677	Opf01595	K01805	AP_endonuc_2:AP_endonuc_2	Xylose isomerase	
B1B_01667	21666	20473					CY	0.980793199735448	Opf00582	K00812	Aminotran_1_2	Aspartate/prephenate aminotransferase	
B1B_01668	21905	22498					CY	1.33574790404623	Opf04701	K07000	UPF0227	hypothetical protein	
B1B_01669	22639	23850					CY	1.26813627867864	Opf01048	K01752	SDH_beta:SDH_beta:SDH_alpha	L-serine dehydratase TdcG	
B1B_01670	24110	26599					PP	1.01226969856712	Opf04929		DUF2574:LRR_8:LRR_4:LRR_4:LRR_4:LRR_4:LRR_8:LRR_4:LRR_1:LRR_4:LRR_4	hypothetical protein	
B1B_01671	26772	26662					CY	1.00448603198146	Opf07678			hypothetical protein	
B1B_01672	28837	27743					CY	1.00390143969147	Opf16318		BtpA:BtpA	hypothetical protein	
B1B_01673	4	225					CY	0.609627815185316	Opf01112		bPH_5	hypothetical protein	
B1B_01674	222	710					OM	0.530956417492072	Opf01391		META	hypothetical protein	
B1B_01675	726	1013					CY	0.450073568922581	Opf01965		DUF2185	hypothetical protein	
B1B_01676	1338	1934					CY	0.966639152595825	Opf01733	K00661	Hexapep_2:Hexapep_2	Putative acetyltransferase	
B1B_01677	2485	1940					CY	4.03453693885464	Opf01071		WYL	hypothetical protein	
B1B_01678	51	911					PP	1.29886032507271	Opf01641		Porph_ging:Porph_ging	hypothetical protein	
B1B_01679	908	3526					PP	1.14066469829045	Opf01103		CarbopepD_reg_2:Plug:Phenol_MetA_deg:Phenol_MetA_deg:TonB_dep_Rec:Phenol_MetA_deg	hypothetical protein	
B1B_01680	3523	4350					PP	0.982840367641505	Opf00014		Porph_ging:Porph_ging:Porph_ging	hypothetical protein	
B1B_01681	4361	4522					CY	2.01940361783866				hypothetical protein	
B1B_01682	382	780					CY	1.05186592969916	Opf01741		SCAB_CC	hypothetical protein	
B1B_01683	1856	963					CY	1.19077895115124	Opf00340	K01284	Peptidase_M3	Dipeptidyl carboxypeptidase	
B1B_01684	4098	1993					PP	0.975831168773828	Opf00340	K01284	Peptidase_M3	Dipeptidyl carboxypeptidase	
B1B_01685	5223	4165					CY	1.0248636215207	Opf03079		HupE_UreJ_2:Exo_endo_phos	hypothetical protein	
B1B_01686	6159	5311					CY	1.03530213979328	Opf01190		Borrelia_orfX:Rhomboid	hypothetical protein	
B1B_01687	6907	6146					CY	1.08054375394727	Opf00580	K09650	Rhomboid	hypothetical protein	
B1B_01688	7063	8028					CY	0.903511533802302	Opf00713	K07029	DAGK_cat	lipid kinase YegS	
B1B_01689	898	1104					CY	1.80972503599264	Opf00234		DUF2582	hypothetical protein	
B1B_01690	1678	1232					PP	1.62964128849134	Opf01441	K03832	TonB_C	hypothetical protein	
B1B_01691	1873	2946					CY	1.13905462067196	Opf00416		DUF560	hypothetical protein	
B1B_01692	3015	3269					CY	1.20178189389785	Opf02975		ODV-E18:SNARE	hypothetical protein	
B1B_01693	5272	3473					CY	1.00047505169467	Opf00795	K06207	GTP_EFTU:GTP_EFTU_D2:EFG_II:EFG_C:GTP_EFTU_D2:AIG1	GTP-binding protein TypA/BipA	
B1B_01694	7761	5446					OM	1.0439458514486	Opf00596	K07277	POTRA:POTRA:POTRA:Bac_surface_Ag:Herpes_UL6:Bac_surface_Ag	Outer membrane protein assembly factor BamA	
B1B_01695	12682	7775					CY	1.08460282972639	Opf00377		Phenol_MetA_deg:Phenol_MetA_deg	hypothetical protein	
B1B_01696	13079	12660					CY	0.938344543352443	Opf07883		DUF2809:VanZ	hypothetical protein	
B1B_01697	13433	13158					CY	1.11274313332691	Opf01147	K02956	Ribosomal_S15	30S ribosomal protein S15	
B1B_01698	13702	14025					CY	0.945554260261093	Opf01152	K02888	Ribosomal_L21p	50S ribosomal protein L21	
B1B_01699	1127	393					CY	0.00367503639222456	Opf02179	K16698	Glycos_transf_2:Glyco_tranf_2_3	UDP-Glc:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-glucosyltransferase WfgD	GT2,GT27
B1B_01700	1183	1380					CY	0.00269702037297832				hypothetical protein	
B1B_01701	1866	1717					CY	0.000917521977935523				hypothetical protein	
B1B_01702	2182	1913					CY	0.000968293546528873	Opf05990		Acyl_transf_3	hypothetical protein	
B1B_01703	3321	2182					CY	0.00219574932257842	Opf01472	K01854	NAD_binding_8:FAD_binding_2:DUF2313:GLF	UDP-galactopyranose mutase	AA3,AA3_4
B1B_01704	4303	3338					CY	0.00156139662766841	Opf05467	K16649	Glycos_transf_2	Galactofuranosyltransferase GlfT1	GT2
B1B_01705	5424	4291					CY	0.00247433173037763		K17248	Glyco_transf_4:Glycos_transf_1	D-inositol-3-phosphate glycosyltransferase	GT5,GT4
B1B_01706	6278	5475					CY	0.104971116890346	Opf01116	K07495	DDE_Tnp_1	hypothetical protein	
B1B_01707	6466	6296					CY	0.00442402912972103	Opf01116			hypothetical protein	
B1B_01708	1376	114					CY	0.00382677350407423			EpsG:EpsG	hypothetical protein	
B1B_01709	2442	1378					CY	0.00362942003989594	Opf06756		Acyl_transf_3	hypothetical protein	
B1B_01710	3426	2482					CY	0.00147195693817605	Opf02554	K19425	Glycos_transf_2:Glycos_transf_2	hypothetical protein	GT2,GT21,GT12
B1B_01711	4585	3455					CY	0.00247760955077653	Opf03082	K02551	PS_pyruv_trans	hypothetical protein	
B1B_01712	6357	4582					CY	0.00179920565445894	Opf09642	K02551	TPP_enzyme_N	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	
B1B_01713	7481	6375					CY	0.00145971160510998	Opf14335		Epimerase	hypothetical protein	
B1B_01714	9001	7487					CY	0.00571401671262423	Opf02889		Polysacc_synt:Polysacc_synt_C:Polysacc_synt_C	putative membrane protein EpsK	
B1B_01715	10031	9120					CY	0.00759122258252041			Jnk-SapK_ap_N	hypothetical protein	
B1B_01716	10254	10051					CY	0.00174713903131297	Opf06042			hypothetical protein	
B1B_01717	10943	10422					CY	0.811846787223255	Opf05572			hypothetical protein	
B1B_01718	70	744					CY	14.2868995285317	Opf01497	K07495	DDE_Tnp_1	hypothetical protein	
B1B_01719	1208	2161					OM	1.61231335462929	Opf09172		DUF4465	hypothetical protein	
B1B_01720	2225	3967			1		OM	2.0735283854003	Opf01756		PKD_3:PKD_3:DUF3126:PKD_3:SusF_SusE:I-set:SdrD_B:PKD_3:SusE	hypothetical protein	
B1B_01721	3983	6118					OM	1.52764764337506	Opf15025		DUF5018:DUF5018:Recep_L_domain:Recep_L_domain:Recep_L_domain:Recep_L_domain:Recep_L_domain:Recep_L_domain:Recep_L_domain	hypothetical protein	
B1B_01722	6205	7278					OM	0.919785120273084	Opf01627		Glu_cyclase_2:Glu_cyclase_2:Arylesterase:Kelch_6	hypothetical protein	
B1B_01723	7275	9356					PP	0.834752760043644	Opf01601	K02014	Plug:TonB_dep_Rec	Vitamin B12 transporter BtuB	
B1B_01724	9380	9667					OM	0.816019346479972	Opf13485	K02016		hypothetical protein	
B1B_01725	499	2055					CY	0.927769605048408	Opf04237	K03655	AlbA_2:HATPase_c_4:DUF3538	hypothetical protein	
B1B_01726	1458	715					OM	0.983284942521265	Opf09945		Big_2:YolD	hypothetical protein	
B1B_01727	2744	1866					CY	1.01971543122295	Opf03791			hypothetical protein	
B1B_01728	3178	2861					CY	1.00163386568469	Opf10033			hypothetical protein	
B1B_01729	845	294					CY	0.611007103151608	Opf01983			hypothetical protein	
B1B_01730	886	1101					CY	0.000954614840862956	Opf06023		TMEM238:DUF3899	hypothetical protein	
B1B_01731	1704	1060					CY	0.0398099266838636	Opf01923			hypothetical protein	
B1B_01732	1732	1944					CY	0.00098167870938735			Mid2:Mid2	hypothetical protein	
B1B_01733	2300	1950					CY	0.0245750322220107	Opf02399			hypothetical protein	
B1B_01734	2787	2257					CY	0.0265749798976187	Opf01980		Tyr-DNA_phospho	hypothetical protein	
B1B_01735	3389	2817					CY	0.0342096847062122	Opf02809			hypothetical protein	
B1B_01736	17	139					CY	0.392112582877891				hypothetical protein	
B1B_01737	786	184					CY	1.07991926639519	Opf00860		Rubrerythrin:Rubrerythrin	Rubrerythrin	
B1B_01738	1371	877					CY	1.14625397385095	Opf00173	K04068	Fer4_12	Anaerobic ribonucleoside-triphosphate reductase-activating protein	
B1B_01739	3640	1364					CY	1.02876578974421	Opf00432	K21636	ATP-cone:NRDD	Anaerobic ribonucleoside-triphosphate reductase	
B1B_01740	3744	3845					CY	0.979337561073277				hypothetical protein	
B1B_01741	4035	5333					CY	1.06980704288451	Opf00718	K00029	malic:malic:Malic_M	NADP-dependent malic enzyme	
B1B_01742	521	940					CY	0.887516431306463	Opf00946	K01607	Cupin_2	hypothetical protein	
B1B_01743	1115	2596					CY	1.04427299687412	Opf00794	K01881	tRNA-synt_2b:HGTP_anticodon:ProRS-C_1	Proline--tRNA ligase	
B1B_01744	2617	4797					PP	1.06989473838316	Opf00489	K01278	PD40:DPPIV_N:Peptidase_S9	Dipeptidyl aminopeptidase 4	CE1
B1B_01745	4846	6207					CY	1.18122627385168	Opf03388		Cytochrom_C_asm:PHO4:MotCF:MotCF	hypothetical protein	
B1B_01746	6198	7127					CY	1.1032890846504	Opf00403	K00791	IPT:IPPT:IPPT	tRNA dimethylallyltransferase	
B1B_01747	9381	7162					CY	1.04489054369236	Opf00548	K02316	zf-CHC2:Toprim_N:Toprim_4:DnaB_bind:Toprim_4	DNA primase	
B1B_01748	10339	9350					CY	1.05992112728127	Opf01075	K01714	DHDPS	4-hydroxy-tetrahydrodipicolinate synthase	
B1B_01749	10380	11816					CY	1.02048561599474	Opf00544		DUF389:DUF389	hypothetical protein	
B1B_01750	12005	13393					CY	1.14861008757648	Opf00361		CHU_C:PKD:CHU_C	hypothetical protein	
B1B_01751	13433	16270					CY	1.04877621302098	Opf00006	K03701	ABC_tran:SMC_N:ABC_tran:ATPase_2:DnaJ_CXXCXGXG:NOB1_Zn_bind:ABC_tran	UvrABC system protein A	
B1B_01752	16490	16744					CY	1.03118619545808	Opf01046	K02909	Ribosomal_L31	50S ribosomal protein L31 type B	
B1B_01753	17787	16828					CY	1.07902849680814	Opf10412		NAGPA	hypothetical protein	
B1B_01754	18142	17777					CY	1.02209165966266	Opf02788		LytTR	hypothetical protein	
B1B_01755	19110	18325					CY	1.21697551327059	Opf04208	K06143	CreD	Inner membrane protein CreD	
B1B_01756	230	6					CY	0.0131359129716331	Opf02817			hypothetical protein	
B1B_01757	277	549					CY	0.744487189774058				hypothetical protein	
B1B_01758	1523	423					PP	0.994684214909284	Opf03078	K02199	DUF4369:SCO1-SenC:AhpC-TSA	Thiol-disulfide oxidoreductase ResA	
B1B_01759	2465	1569					CY	1.08998725170823	Opf00758	K07139	Radical_SAM:Radical_SAM_C	hypothetical protein	
B1B_01760	3499	2528					CY	0.980495913451452	Opf00302	K01736	Chorismate_synt:Chorismate_synt	Chorismate synthase	
B1B_01761	5531	3516					CY	1.04853839739295	Opf00839	K03628	Packaging_FI:OB_RNB:Rho_RNA_bind:ATP-synt_ab	Transcription termination factor Rho	
B1B_01762	6737	5790					CY	1.05028473260167	Opf00141	K04075	ATP_bind_3	tRNA(Ile)-lysidine synthase	
B1B_01763	6904	7455					CY	1.04597532162543	Opf00836	K19824	HypA:Ferritin:Rubrerythrin	Reverse rubrerythrin-1	
B1B_01764	7782	8348					CY	1.02154239488536	Opf03446	K01737	PTPS:Prok-RING_1	hypothetical protein	
B1B_01765	8481	8891					CY	1.04968862710158	Opf00457	K07447	RuvX	Putative pre-16S rRNA nuclease	
B1B_01766	8924	9487					CY	1.01909805117473	Opf00589	K01462	Pep_deformylase	Peptide deformylase	
B1B_01767	9552	11240					CY	1.08905656167211	Opf01023	K06020	ABC_tran:AAA_15:ABC_tran_Xtn:ABC_tran:ABC_tran_Xtn	Energy-dependent translational throttle protein EttA	
B1B_01768	12219	11326					CY	1.08241013413637	Opf01326	K03340	GFO_IDH_MocA:DAPDH_C:DAPDH_C	Meso-diaminopimelate D-dehydrogenase	
B1B_01769	12943	12284					PP	1.02132023454435	Opf01000		Carbam_trans_C:OmpA	Peptidoglycan-associated lipoprotein	
B1B_01770	13223	12915					CY	0.981800396234856	Opf00846		POTRA	hypothetical protein	
B1B_01771	14017	13481					CY	1.04560552609956	Opf00275	K02860	RimM	Ribosome maturation factor RimM	
B1B_01772	15323	14010					CY	1.04793881421037	Opf01183	K00790	EPSP_synthase	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	
B1B_01773	15913	15320					CY	0.941647007285742	Opf00514		DUF4290	hypothetical protein	
B1B_01774	15952	16125					CY	0.924337723556282	Opf08680		Mo-nitro_C	hypothetical protein	
B1B_01775	16777	16085					CY	1.04881569248635	Opf00202	K14742	Peptidase_M22	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB	
B1B_01776	18388	16781					CY	1.02571253670068	Opf00153	K07137	HI0933_like:NAD_binding_8:DAO:NAD_binding_9:GIDA	hypothetical protein	AA3_1
B1B_01777	18461	19102					CY	1.0116525194296	Opf00312	K19270	HAD_2	Validoxylamine A 7'-phosphate phosphatase	
B1B_01778	19106	20392					CY	1.06292261071686	Opf00610	K07478	AAA:AAA_assoc_2:MgsA_C	Replication-associated recombination protein A	
B1B_01779	20983	20444					CY	1.17318011006626	Opf01255	K01673	Pro_CA	Carbon disulfide hydrolase	
B1B_01780	21582	21070					CY	1.00643818119466	Opf00345		HTH_37:EF-hand_3	hypothetical protein	
B1B_01781	23695	22508					CY	1.09123917288384	Opf03390		Acetyltransf_9	hypothetical protein	
B1B_01782	24086	23916					CY	0.988439154293908				hypothetical protein	
B1B_01783	24217	25317					CY	1.11188619518524	Opf00017		AI-2E_transport	hypothetical protein	
B1B_01784	25383	25952					CY	1.17191105198818	Opf03067		DUF308:DUF308:DUF308	hypothetical protein	
B1B_01785	27382	26252					CY	1.05370781743389	Opf00164	K01710	GDP_Man_Dehyd	dTDP-glucose 4,6-dehydratase	
B1B_01786	27972	27421					CY	1.0483972889679	Opf00066	K01790	dTDP_sugar_isom	dTDP-4-dehydrorhamnose 3,5-epimerase	
B1B_01787	28248	30452					CY	1.07326618821504	Opf00885	K00951	HD_4:RelA_SpoT:TGS:ACT_4	GTP pyrophosphokinase	
B1B_01788	33381	30454					CY	1.03606216458705	Opf00436		CarboxypepD_reg:Plug:SdrD_B:OMP_b-brl_3:OMP_b-brl_3	hypothetical protein	
B1B_01789	973	86					CY	1.1055735428986	Opf01913		TolB_like:TolB_like	hypothetical protein	
B1B_01790	1953	1099					PP	1.06891448020127	Opf02043		MelC1:Porph_ging:Porph_ging:MelC1	hypothetical protein	
B1B_01791	2399	1965					CY	0.919095047608439	Opf02271		TonB_dep_Rec	hypothetical protein	
B1B_01792	4607	2400					CY	1.11715067269509	Opf02271		CarbopepD_reg_2:Plug	hypothetical protein	
B1B_01793	5938	4631					CY	1.06384571692893	Opf02683		Peptidase_M56:Peptidase_M56:TonB_C	hypothetical protein	
B1B_01794	6345	5941					CY	1.17761038279399	Opf00033		Penicillinase_R	Methicillin resistance regulatory protein MecI	
B1B_01795	8729	6672					PP	1.6284797100519	Opf04326		Plug:OMP_b-brl_3	hypothetical protein	
B1B_01796	9435	8827					CY	1.37317372340281	Opf03816		Trans_reg_C	hypothetical protein	
B1B_01797	9669	9469					CY	1.70655485354476	Opf03816		ArabFuran-catal	hypothetical protein	GH54
B1B_01798	9940	9677					CY	1.61287279233916	Opf01184		HTH_19:HTH_3	hypothetical protein	
B1B_01799	10257	9937					CY	1.7070263731197	Opf01140			hypothetical protein	
B1B_01800	10753	11076					CY	0.372838436473823	Opf07908			hypothetical protein	
B1B_01801	11310	12920					CY	0.00331851726606974	Opf02611		Fic	hypothetical protein	
B1B_01802	221	148					CY	0.666014474686732				tRNA-Phe(gaa)	
B1B_01803	326	51					CY	2.10464561636497	Opf13780			hypothetical protein	
B1B_01804	1264	338					CY	1.00322513529739	Opf00635	K07301	Na_Ca_ex:Na_Ca_ex	Inner membrane protein YrbG	
B1B_01805	1574	1296					CY	0.540528533029298	Opf13780			hypothetical protein	
B1B_01806	2560	1586					CY	0.954085067885095	Opf00635	K07301	Na_Ca_ex:Na_Ca_ex	hypothetical protein	
B1B_01807	4043	2646					CY	1.24365127944806	Opf01714		M64_N:Peptidase_M64	hypothetical protein	
B1B_01808	21	290					CY	1.47537443927871	Opf10789			hypothetical protein	GH43_17
B1B_01809	459	1076					CY	1.10508532096091	Opf01378	K01940	Acetyltransf_7:Acetyltransf_1	hypothetical protein	
B1B_01810	1143	2411					CY	1.16200930497643	Opf01487	K01940	Arginosuc_synth	Argininosuccinate synthase	
B1B_01811	2408	3370					CY	1.19553077910296	Opf00078	K00145	Semialdhyde_dh:Semialdhyde_dhC	N-acetyl-gamma-glutamyl-phosphate reductase	
B1B_01812	3398	4525					CY	1.07692398576693	Opf01317	K00821	Aminotran_3	Acetylornithine aminotransferase	
B1B_01813	4522	5475					CY	1.19588123990203	Opf01386	K13043	OTCace_N:OTCace	N-succinylornithine carbamoyltransferase	
B1B_01814	5525	6301					CY	1.17960215326712	Opf01226	K00930	AA_kinase	Acetylglutamate kinase	
B1B_01815	6298	7386					CY	0.879893355164355	Opf01109	K01438	Peptidase_M42:Peptidase_M20	Acetylornithine deacetylase	
B1B_01816	7361	8650					CY	1.3461783131591	Opf01363	K01755	Lyase_1:DUF4522:ASL_C2	Argininosuccinate lyase	
B1B_01817	1	462					CY	1.66213233386457	Opf01475		DDE_Tnp_1	IS4 family transposase ISBf13	
B1B_01818	1158	178					CY	1.1554549294859	Opf01751		DUF4249	hypothetical protein	
B1B_01819	3686	1182					CY	1.08199601862089	Opf01460		STN:STN:Plug:TonB_dep_Rec	hypothetical protein	
B1B_01820	4147	3683					CY	1.356818083557	Opf05104		FliH:DUF4974	hypothetical protein	
B1B_01821	4704	4216					CY	1.07286086648414	Opf01444	K03088	Sigma70_r2:CP12:Sigma70_r4_2	hypothetical protein	
B1B_01822	4864	7665					CY	1.05379840558291	Opf00006	K03701	AAA_16:AAA_28:DnaJ_CXXCXGXG:AAA_25:DnaJ_CXXCXGXG:DUF87:AAA_21:ABC_tran:NB-ARC	UvrABC system protein A	
B1B_01823	7662	8069					CY	1.04035769642736	Opf05123			hypothetical protein	
B1B_01824	9828	8050					CY	1.07735070719197	Opf00099	K08303	Peptidase_U32:DUF3656:Peptidase_U32	23S rRNA 5-hydroxycytidine synthase	
B1B_01825	10285	9833					CY	1.06685146924943	Opf00927	K03664	SmpB	SsrA-binding protein	
B1B_01826	11091	10288					CY	1.04070495228576	Opf03294			hypothetical protein	
B1B_01827	13352	11211					CY	1.07375146753317	Opf00926	K01847	MM_CoA_mutase:B12-binding	Methylmalonyl-CoA mutase large subunit	
B1B_01828	15211	13355					CY	1.01277357320539	Opf00672	K01847	MM_CoA_mutase:SBP_bac_1	Fused isobutyryl-CoA mutase	
B1B_01829	16070	15405					CY	0.987875658932492	Opf00001	K09812	ABC_tran:AAA_15	Cell division ATP-binding protein FtsE	
B1B_01830	17485	16118					CY	1.01508174336359	Opf00649	K04485	UPF0547:Zn_ribbon_SprT:AAA_25:ChlI	DNA repair protein RadA	
B1B_01831	17630	18643					CY	1.06579896600397	Opf00831	K00024	Ldh_1_N:Ldh_1_C	Malate dehydrogenase	GH4,GH4
B1B_01832	18867	19934					CY	1.04797771558802	Opf00605	K00831	Aminotran_5	Phosphoserine aminotransferase	
B1B_01833	20354	19935					CY	1.06625759137988			ANAPC1	hypothetical protein	
B1B_01834	659	75					CY	1.17769898413588	Opf00624	K01495	GTP_cyclohydroI	GTP cyclohydrolase 1	
B1B_01835	1206	685					CY	1.02754641319835	Opf03252		SPOR	hypothetical protein	
B1B_01836	2004	1252					CY	1.07093650702934	Opf00695	K01803	TIM	Triosephosphate isomerase	
B1B_01837	2198	4327					CY	0.982021873423367	Opf00611	K03702	ResIII:UB2H:ResIII:DEAD:Microtub_bd:Helicase_C:UvrB:ResIII:UVR	UvrABC system protein B	
B1B_01838	4339	6312					CY	1.15186056542189	Opf00429		Radical_SAM_N:Radical_SAM:DUF3362	hypothetical protein	
B1B_01839	6338	8431					CY	1.03449200592422	Opf00487	K01303	PD40:DUF5050:PD40:PD40:PD40:Peptidase_S9_N:Peptidase_S9	Dipeptidyl-peptidase 5	PL22_1,PL22,PL22,PL22,PL22,CE10
B1B_01840	8460	8594					CY	1.09880619381402				hypothetical protein	
B1B_01841	8622	11063					CY	1.0682983564562	Opf00667	K04759	FeoA:FeoB_N:HEPPP_synt_1:Gate:FeoB_C:Gate	Fe(2+) transporter FeoB	
B1B_01842	13706	11154					CY	1.01626603472516	Opf00009	K03696	Clp_N:DUF87:Clp_N:MYO10_CC:AAA:AAA_22:Ubiq_cyt_C_chap:UVR:AAA_2:ClpB_D2-small	ATP-dependent Clp protease ATP-binding subunit ClpC	
B1B_01843	13823	16453					CY	1.04834690054626	Opf00842	K02469	DNA_topoisoIV:DNA_gyraseA_C:DNA_gyraseA_C:DNA_gyraseA_C:DNA_gyraseA_C:DNA_gyraseA_C:DNA_gyraseA_C	DNA gyrase subunit A	
B1B_01844	16481	17692					PP	1.0623600658074	Opf03095		TPR_16:TPR_8:TPR_2:TPR_2:Imm31:TPR_16	hypothetical protein	GT41
B1B_01845	17978	18997					CY	1.07678355070993	Opf01127	K03569	MreB_Mbl	Cell shape-determining protein MreB	
B1B_01846	19031	19879					CY	1.06277241947627	Opf00764	K03570	HALZ:MreC:HALZ	hypothetical protein	
B1B_01847	19881	20399					CY	1.11480380899776	Opf00681			hypothetical protein	
B1B_01848	20383	22236					CY	1.09399470972836	Opf00647	K05515	PBP_dimer:Transpeptidase	Peptidoglycan D,D-transpeptidase MrdA	
B1B_01849	22217	23686					CY	1.01984299459609	Opf00698	K05837	FTSW_RODA_SPOVE:FTSW_RODA_SPOVE:FTSW_RODA_SPOVE	Peptidoglycan glycosyltransferase MrdB	
B1B_01850	25323	23824					CY	1.05829572031128	Opf02891	K02445	MFS_1:OATP	Glycerol-3-phosphate transporter	
B1B_01851	26697	25354					CY	1.0580012793112	Opf16542	K00096	Fe-ADH_2:Myb_DNA-bind_5	hypothetical protein	
B1B_01852	26750	27028					CY	1.14627174284697	Opf09363			hypothetical protein	
B1B_01853	27163	27525					CY	1.04851593552273	Opf03234		ApoLp-III	hypothetical protein	GH46
B1B_01854	27538	28083					CY	1.06526901070982	Opf00208		Acyltransferase	hypothetical protein	
B1B_01855	28137	28964					CY	1.05382972910518	Opf00108	K13566	CN_hydrolase	Omega-amidase YafV	
B1B_01856	29160	29067					CY	1.05479138268544				5S ribosomal RNA (partial)	
B1B_01857	319	822					CY	1.13700481351395	Opf15028		HIRAN:HIRAN	hypothetical protein	
B1B_01858	272	1576					CY	1.05753427392856	Opf00300		DUF2851	hypothetical protein	
B1B_01859	941	225					CY	1.02828908518009	Opf00857	K00975	Transcrip_reg	putative transcriptional regulatory protein	
B1B_01860	3458	972					CY	1.02844571169337	Opf00308	K01890	B5:tRNA_bind:B3_4:B5:B5:FDX-ACB	Phenylalanine--tRNA ligase beta subunit	
B1B_01861	4779	3595					CY	1.10712969507263	Opf00483	K07710	HisKA:HATPase_c:HATPase_c	Adaptive-response sensory-kinase SasA	
B1B_01862	5668	4832					CY	1.14410175816586	Opf00207	K21064	Hydrolase_3	Pyridoxal phosphate phosphatase YbhA	
B1B_01863	6092	5697					CY	1.03025249400235	Opf06095		DUF4834	hypothetical protein	
B1B_01864	6876	6178					CY	0.986295176548069	Opf00511	K17103	CDP-OH_P_transf:CDP-OH_P_transf	hypothetical protein	
B1B_01865	7592	6873					CY	0.966434222608476	Opf00527	K01613	DUF4181:PS_Dcarbxylase	Phosphatidylserine decarboxylase proenzyme	
B1B_01866	7663	8682					CY	0.987094214726742	Opf08919		UbiA:SPT_ssu-like	1,4-dihydroxy-2-naphthoate octaprenyltransferase	
B1B_01867	8738	8811					CY	1.10347528115558				tRNA-Pro(cgg)	
B1B_01868	12298	8948					CY	1.03543382851761	Opf02281	K01205	His_Phos_2:His_Phos_2:NAGLU_N:NAGLU:NAGLU_C	hypothetical protein	GH89
B1B_01869	13661	12360					PP	1.07468778731395	Opf01994		His_Phos_2:Bombinin:His_Phos_2	hypothetical protein	
B1B_01870	14545	13658					CY	0.998295012231465	Opf02486		PfkB	Ribokinase	
B1B_01871	15741	14542					CY	1.0167747556665	Opf02565	K02429	MFS_1:Sugar_tr:DUF3671	L-fucose-proton symporter	
B1B_01872	1640	336					CY	0.98735610826157	Opf00424	K01810	PGI	Glucose-6-phosphate isomerase	
B1B_01873	3252	1696					CY	0.963239691364136	Opf00478	K04567	tRNA_anti-codon:tRNA-synt_2	Lysine--tRNA ligase	
B1B_01874	3426	3683					CY	1.13495023820241	Opf07897			hypothetical protein	
B1B_01875	3504	3587					CY	1.17619948330333				tRNA-Tyr(gta)	
B1B_01876	4311	3706					CY	1.12185714729848	Opf01562	K02839	Chorismate_synt:RF-1	Peptide chain release factor 2	
B1B_01877	5507	4308					CY	1.12224729403558	Opf01593	K14415	RtcB	RNA-splicing ligase RtcB	
B1B_01878	6113	5814					CY	1.11453458254427	Opf03649			hypothetical protein	
B1B_01879	6708	6106					CY	1.30460648070243	Opf01374		Metallophos	hypothetical protein	
B1B_01880	7229	6708					CY	1.0567724864407	Opf03811		Tubulin:Tubulin	Cell division protein FtsZ	
B1B_01881	7504	7956					CY	1.08874495873209	Opf01277	K14415	RtcB	hypothetical protein	
B1B_01882	7928	8800					CY	1.22186286631753	Opf01277	K14415	RtcB	RNA-splicing ligase RtcB	
B1B_01883	8961	9812					CY	0.998969429279116	Opf01071		WYL	hypothetical protein	
B1B_01884	9866	10354					CY	1.06552494257999	Opf00054	K02342	RNase_T	Putative bifunctional exonuclease/endonuclease protein	
B1B_01885	454	1350					CY	0.973324358718695	Opf00159	K11753	FAD_syn:Flavokinase	Bifunctional riboflavin kinase/FMN adenylyltransferase	
B1B_01886	1418	3202					CY	1.00411828512029	Opf00328	K03629	UPRTase:SMC_N	DNA replication and repair protein RecF	
B1B_01887	3189	3482					CY	0.988276887220115	Opf11084		DUF721	hypothetical protein	
B1B_01888	3513	3950					CY	1.06141232716056	Opf00343	K07107	4HBT_2	Long-chain acyl-CoA thioesterase FadM	
B1B_01889	3947	4561					CY	0.987651918540375	Opf00928	K06041	SIS:SIS	Arabinose 5-phosphate isomerase KdsD	
B1B_01890	4602	5480					CY	0.965485439989536	Opf03321		TPR_10:TPR_8:DUF4230:TPR_12:DUF4230	hypothetical protein	GT41
B1B_01891	5489	6013					CY	0.998484040410845	Opf00280	K00794	DMRL_synthase	6,7-dimethyl-8-ribityllumazine synthase	
B1B_01892	6600	7211					CY	0.984558351359715	Opf00919		DUF4254	hypothetical protein	
B1B_01893	7195	8241					PP	1.05628433467916	Opf00330	K02843	Glyco_transf_9	hypothetical protein	GT9
B1B_01894	9384	8269					CY	1.07479739964562	Opf00761	K02836	PCRF:RF-1	Peptide chain release factor RF2	
